customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Renew,CampaignName,Actual Profit,CustomerType
8853-TZDGH,Female,0,No,No,72,Yes,Long term,Yes,111.6,8012.75,No,Last Campaign,-7,Targeted
3999-WRNGR,Female,0,Yes,Yes,60,No,Short term,Yes,49.75,3069.45,No,Last Campaign,-7,Targeted
9691-HKOVS,Female,0,Yes,No,55,Yes,Short term,Yes,90.15,4916.95,No,Last Campaign,-7,Targeted
1427-VERSM,Female,0,Yes,No,56,Yes,Short term,Yes,98.7,5669.5,No,Last Campaign,-7,Targeted
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Long term,Yes,84.8,6152.4,No,Last Campaign,-7,Targeted
4662-EKDPQ,Male,0,No,No,2,Yes,Short term,No,62.05,118.3,Yes,Last Campaign,43,Targeted
6261-RCVNS,Female,0,No,No,42,Yes,Short term,No,73.9,3160.55,Yes,Last Campaign,43,Targeted
6946-LMSQS,Male,1,Yes,No,25,Yes,Short term,Yes,89.05,2177.45,Yes,Last Campaign,43,Targeted
9369-XFEHK,Female,1,Yes,No,33,Yes,Short term,Yes,80.6,2656.5,Yes,Last Campaign,43,Targeted
3536-IQCTX,Male,1,Yes,No,32,Yes,Short term,No,85.3,2661.1,Yes,Last Campaign,43,Targeted
8752-IMQOS,Male,0,Yes,Yes,5,Yes,Short term,No,20.1,85.1,No,Last Campaign,-7,Targeted
9850-OWRHQ,Female,0,Yes,No,3,Yes,Short term,Yes,74.1,228,Yes,Last Campaign,43,Targeted
0196-VULGZ,Female,1,Yes,No,6,Yes,Short term,Yes,84.35,474.9,Yes,Last Campaign,43,Targeted
5748-RNCJT,Male,0,No,No,69,Yes,Long term,Yes,106.5,7348.8,Yes,Last Campaign,43,Targeted
0928-XUTSN,Female,0,No,No,13,Yes,Short term,Yes,80.5,1011.8,No,Last Campaign,-7,Targeted
0916-KNFAJ,Male,0,Yes,No,61,Yes,Long term,Yes,69.9,4226.7,No,Last Campaign,-7,Targeted
2045-BMBTJ,Female,1,No,No,33,No,Short term,Yes,59.45,1884.65,No,Last Campaign,-7,Targeted
0471-LVHGK,Male,0,Yes,No,41,Yes,Short term,Yes,73,3001.2,Yes,Last Campaign,43,Targeted
1568-BEKZM,Male,1,Yes,No,70,Yes,Long term,No,90.05,6333.4,No,Last Campaign,-7,Targeted
3400-ESFUW,Male,0,Yes,Yes,55,Yes,Long term,No,57.55,3046.4,Yes,Last Campaign,43,Targeted
7136-RVDTZ,Male,1,No,No,70,No,Short term,Yes,45.25,3264.45,Yes,Last Campaign,43,Targeted
5141-ZUVBH,Female,0,No,Yes,9,Yes,Short term,No,93,870.25,No,Last Campaign,-7,Targeted
8779-YIQQA,Male,0,Yes,Yes,21,Yes,Short term,No,19.8,350.1,No,Last Campaign,-7,Targeted
4877-TSOFF,Female,0,Yes,Yes,55,Yes,Short term,Yes,75.75,4264.25,No,Last Campaign,-7,Targeted
0303-UNCIP,Male,0,No,No,41,Yes,Short term,No,65,2531.8,No,Last Campaign,-7,Targeted
6485-QXWWE,Female,0,No,Yes,62,Yes,Long term,No,26,1638.7,No,Last Campaign,-7,Targeted
6618-RYATB,Female,0,No,No,1,Yes,Short term,Yes,79.55,79.55,Yes,Last Campaign,43,Targeted
7872-RDDLZ,Female,1,No,No,67,Yes,Short term,No,54.9,3725.5,No,Last Campaign,-7,Targeted
9199-PWQVC,Female,0,Yes,No,63,Yes,Short term,Yes,79.7,4786.15,No,Last Campaign,-7,Targeted
6992-TKNYO,Male,0,Yes,No,38,Yes,Short term,No,69,2669.45,No,Last Campaign,-7,Targeted
9313-CDOGY,Male,0,Yes,Yes,38,Yes,Short term,No,19.6,717.3,No,Last Campaign,-7,Targeted
3521-MNKLV,Male,0,No,No,24,Yes,Short term,Yes,49.7,1167.8,No,Last Campaign,-7,Targeted
2519-LBNQL,Male,1,Yes,No,60,Yes,Short term,Yes,104.35,6339.45,No,Last Campaign,-7,Targeted
2065-MMKGR,Female,0,No,No,29,Yes,Short term,Yes,71,2080.1,No,Last Campaign,-7,Targeted
2961-VNFKL,Female,0,Yes,No,71,Yes,Long term,Yes,25.95,1801.9,No,Last Campaign,-7,Targeted
6038-GCYEC,Female,0,No,No,24,No,Short term,Yes,54.15,1240.25,Yes,Last Campaign,43,Targeted
0067-DKWBL,Male,1,No,No,2,Yes,Short term,Yes,49.25,91.1,Yes,Last Campaign,43,Targeted
2804-ETQDK,Male,0,No,Yes,66,Yes,Long term,No,20.55,1357.1,No,Last Campaign,-7,Targeted
0895-DQHEW,Male,0,Yes,No,54,Yes,Short term,Yes,104.3,5278.15,Yes,Last Campaign,43,Targeted
9239-GZHZE,Female,0,Yes,No,72,Yes,Long term,Yes,113.65,8124.2,No,Last Campaign,-7,Targeted
1241-FPMOF,Male,0,No,No,52,Yes,Long term,No,19.65,1025.05,No,Last Campaign,-7,Targeted
6689-TCZHQ,Female,1,No,No,5,Yes,Short term,No,78.95,378.4,Yes,Last Campaign,43,Targeted
4825-FUREZ,Male,0,Yes,No,42,Yes,Long term,No,20.25,835.5,No,Last Campaign,-7,Targeted
4959-JOSRX,Female,0,Yes,No,2,Yes,Short term,Yes,44.6,80.55,Yes,Last Campaign,43,Targeted
1428-GTBJJ,Male,0,No,No,11,Yes,Short term,Yes,74.55,824.75,Yes,Last Campaign,43,Targeted
5889-JTMUL,Female,1,Yes,No,50,Yes,Short term,Yes,95.05,4888.7,Yes,Last Campaign,43,Targeted
4307-KTUMW,Male,0,Yes,No,53,Yes,Short term,No,93.9,5029.2,Yes,Last Campaign,43,Targeted
5949-XIKAE,Female,0,Yes,Yes,8,Yes,Short term,Yes,83.55,680.05,Yes,Last Campaign,43,Targeted
5802-ADBRC,Female,0,Yes,No,50,Yes,Short term,Yes,104.4,5232.9,No,Last Campaign,-7,Targeted
4366-CTOUZ,Female,0,No,No,50,Yes,Long term,Yes,100.2,5038.45,No,Last Campaign,-7,Targeted
1849-RJYIG,Female,0,No,No,8,Yes,Short term,Yes,60,487.75,No,Last Campaign,-7,Targeted
6713-OKOMC,Female,0,No,No,10,No,Short term,No,29.75,301.9,No,Last Campaign,-7,Targeted
8450-LUGUK,Female,0,Yes,Yes,37,Yes,Long term,Yes,24.1,861.85,No,Last Campaign,-7,Targeted
9782-LGXMC,Female,0,Yes,Yes,49,Yes,Short term,No,61.75,3024.15,No,Last Campaign,-7,Targeted
1049-FYSYG,Female,0,Yes,No,17,No,Short term,Yes,35.65,646.05,No,Last Campaign,-7,Targeted
5442-PPTJY,Male,0,Yes,Yes,12,Yes,Long term,No,19.7,258.35,No,Last Campaign,-7,Targeted
6614-YOLAC,Female,0,Yes,Yes,71,No,Long term,No,58.65,4145.25,No,Last Campaign,-7,Targeted
7030-NJVDP,Male,0,Yes,No,24,Yes,Short term,Yes,89.25,2210.2,No,Last Campaign,-7,Targeted
2541-YGPKE,Male,0,Yes,Yes,42,Yes,Short term,No,63.7,2763.35,No,Last Campaign,-7,Targeted
9692-TUSXH,Female,0,No,No,18,Yes,Short term,Yes,96.05,1740.7,Yes,Last Campaign,43,Targeted
1750-CSKKM,Male,0,No,Yes,9,Yes,Short term,No,55.35,449.75,Yes,Last Campaign,43,Targeted
1728-BQDMA,Female,0,No,No,2,Yes,Short term,No,44.45,82.7,No,Last Campaign,-7,Targeted
7521-AFHAB,Female,0,Yes,Yes,5,Yes,Short term,No,44.8,220.45,No,Last Campaign,-7,Targeted
5868-YWPDW,Male,1,Yes,No,6,Yes,Short term,Yes,84.2,519.15,Yes,Last Campaign,43,Targeted
1320-REHCS,Male,1,No,No,52,Yes,Short term,Yes,110.75,5832,No,Last Campaign,-7,Targeted
1023-BQXZE,Male,0,No,No,57,Yes,Long term,Yes,74.35,4317.35,No,Last Campaign,-7,Targeted
5602-BVFMK,Female,0,No,No,12,Yes,Short term,No,19.3,228.75,No,Last Campaign,-7,Targeted
1539-LNKHM,Female,0,No,No,12,Yes,Short term,No,20.4,266.6,No,Last Campaign,-7,Targeted
7470-MCQTK,Female,0,Yes,No,13,No,Short term,Yes,48.75,633.4,Yes,Last Campaign,43,Targeted
5136-RGMZO,Male,0,No,No,31,Yes,Short term,Yes,71.05,2168.15,No,Last Campaign,-7,Targeted
6543-CPZMK,Male,0,Yes,Yes,9,No,Short term,Yes,29.95,248.95,Yes,Last Campaign,43,Targeted
9639-BUJXT,Male,0,No,No,63,Yes,Short term,No,20.5,1328.15,No,Last Campaign,-7,Targeted
7856-GANIL,Male,1,Yes,No,45,Yes,Short term,Yes,98.7,4525.8,No,Last Campaign,-7,Targeted
4415-WNGVR,Female,1,Yes,No,12,Yes,Short term,Yes,79.2,943.85,No,Last Campaign,-7,Targeted
3481-JHUZH,Male,0,Yes,No,41,Yes,Short term,Yes,80.25,3439,No,Last Campaign,-7,Targeted
0278-YXOOG,Male,0,No,No,5,Yes,Short term,No,21.05,113.85,Yes,Last Campaign,43,Targeted
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Long term,Yes,78.95,5730.15,No,Last Campaign,-7,Targeted
9419-IPPBE,Female,0,Yes,Yes,51,Yes,Short term,Yes,90.15,4554.85,No,Last Campaign,-7,Targeted
2877-VDUER,Female,0,Yes,Yes,35,No,Short term,No,40.9,1383.6,No,Last Campaign,-7,Targeted
2924-KHUVI,Male,0,Yes,No,56,Yes,Short term,Yes,100.55,5514.95,No,Last Campaign,-7,Targeted
0439-IFYUN,Female,1,No,No,18,Yes,Short term,Yes,74.7,1294.6,No,Last Campaign,-7,Targeted
2587-EKXTS,Male,0,No,No,44,Yes,Short term,Yes,111.5,4915.15,No,Last Campaign,-7,Targeted
6661-EIPZC,Female,0,Yes,Yes,48,No,Short term,Yes,29.5,1423.05,No,Last Campaign,-7,Targeted
5756-JYOJT,Female,0,No,No,11,Yes,Short term,No,64.9,697.25,No,Last Campaign,-7,Targeted
3259-FDWOY,Male,0,Yes,Yes,71,Yes,Long term,Yes,106,7723.7,Yes,Last Campaign,43,Targeted
1480-IVEVR,Male,1,Yes,No,35,Yes,Short term,Yes,81.6,2815.25,No,Last Campaign,-7,Targeted
8070-AAWZP,Male,1,Yes,No,24,No,Short term,No,34.25,828.2,No,Last Campaign,-7,Targeted
2001-EWBQU,Female,0,No,No,60,Yes,Long term,No,104.7,6333.8,No,Last Campaign,-7,Targeted
5688-KZTSN,Male,0,Yes,Yes,15,Yes,Short term,Yes,20,288.05,Yes,Last Campaign,43,Targeted
5081-NWSUP,Female,0,No,No,10,Yes,Short term,No,64.9,685.55,No,Last Campaign,-7,Targeted
5442-BXVND,Female,0,Yes,Yes,33,Yes,Short term,No,24.25,838.5,No,Last Campaign,-7,Targeted
0612-RTZZA,Female,1,No,No,1,No,Short term,No,25.25,25.25,Yes,Last Campaign,43,Targeted
5269-NRGDP,Male,0,Yes,Yes,42,Yes,Short term,No,73.15,3088.25,No,Last Campaign,-7,Targeted
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,Short term,Yes,20.15,20.15,No,Last Campaign,-7,Targeted
0902-RFHOF,Male,0,No,No,38,Yes,Short term,No,20.1,730.1,No,Last Campaign,-7,Targeted
8601-QACRS,Female,0,No,No,5,Yes,Short term,Yes,50.6,249.95,Yes,Last Campaign,43,Targeted
6333-YDVLT,Male,0,No,No,65,Yes,Short term,Yes,110,7138.65,No,Last Campaign,-7,Targeted
5730-RIITO,Female,1,No,No,43,No,Short term,Yes,33.45,1500.25,No,Last Campaign,-7,Targeted
8125-QPFJD,Female,0,Yes,No,72,Yes,Long term,Yes,84.9,6065.3,No,Last Campaign,-7,Targeted
5716-LIBJC,Female,0,No,Yes,13,Yes,Short term,Yes,104.15,1299.1,No,Last Campaign,-7,Targeted
0224-NIJLP,Male,0,Yes,Yes,8,Yes,Long term,No,20.15,165.5,No,Last Campaign,-7,Targeted
3870-MQAMG,Female,0,Yes,No,54,Yes,Short term,No,110.35,5893.15,Yes,Last Campaign,43,Targeted
3550-SAHFP,Female,0,No,No,33,Yes,Short term,Yes,83.35,2757.85,Yes,Last Campaign,43,Targeted
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Short term,Yes,75.9,1549.75,No,Last Campaign,-7,Targeted
0727-BMPLR,Female,1,No,No,55,Yes,Short term,Yes,100,5509.3,Yes,Last Campaign,43,Targeted
9142-KZXOP,Male,0,No,No,44,Yes,Short term,No,68.85,2958.95,No,Last Campaign,-7,Targeted
5980-BDHPY,Male,0,Yes,No,72,Yes,Long term,Yes,87.1,6230.1,No,Last Campaign,-7,Targeted
5743-KHMNA,Male,0,No,No,71,Yes,Long term,No,25.55,1898.1,No,Last Campaign,-7,Targeted
9931-KGHOA,Female,0,Yes,No,46,Yes,Short term,No,55,2473.95,No,Last Campaign,-7,Targeted
7124-UGSUR,Female,1,Yes,No,61,Yes,Short term,Yes,104.4,6405,Yes,Last Campaign,43,Targeted
1024-VRZHF,Male,0,Yes,No,11,Yes,Short term,Yes,74.95,825.7,Yes,Last Campaign,43,Targeted
4482-EWFMI,Female,0,No,No,2,Yes,Short term,Yes,69.7,135.2,No,Last Campaign,-7,Targeted
8752-STIVR,Female,0,No,No,4,Yes,Short term,Yes,79,303.15,Yes,Last Campaign,43,Targeted
8878-HMWBV,Male,0,No,No,3,Yes,Short term,Yes,49.15,169.05,Yes,Last Campaign,43,Targeted
3050-GBUSH,Female,0,No,No,3,No,Short term,Yes,34.8,113.95,No,Last Campaign,-7,Targeted
6718-BDGHG,Female,0,Yes,No,43,Yes,Short term,Yes,64.85,2908.2,No,Last Campaign,-7,Targeted
7481-ATQQS,Female,1,No,No,49,Yes,Short term,Yes,90.85,4515.85,Yes,Last Campaign,43,Targeted
5203-XEHAX,Female,0,No,No,34,Yes,Short term,No,64.35,2053.05,No,Last Campaign,-7,Targeted
2740-TVLFN,Male,0,No,No,1,Yes,Short term,Yes,50.15,50.15,No,Last Campaign,-7,Targeted
7054-LGEQW,Female,0,No,No,1,Yes,Short term,No,45.95,45.95,Yes,Last Campaign,43,Targeted
3166-PNEOF,Female,0,No,No,61,Yes,Long term,No,86.45,5175.3,No,Last Campaign,-7,Targeted
7396-VJUZB,Male,0,Yes,Yes,4,Yes,Short term,No,45.25,155.35,No,Last Campaign,-7,Targeted
8398-TBIYD,Female,0,No,No,72,Yes,Long term,Yes,84.7,6185.15,No,Last Campaign,-7,Targeted
0761-AETCS,Female,0,No,No,1,Yes,Short term,No,19.3,19.3,Yes,Last Campaign,43,Targeted
3688-FTHLT,Female,0,No,No,16,Yes,Short term,Yes,63.05,1067.05,No,Last Campaign,-7,Targeted
5202-IVJNU,Female,0,No,Yes,39,No,Short term,No,30.1,1131.3,Yes,Last Campaign,43,Targeted
9572-MTILT,Male,0,Yes,No,59,Yes,Short term,Yes,106.75,6252.9,Yes,Last Campaign,43,Targeted
8087-LGYHQ,Male,0,No,No,9,Yes,Short term,Yes,94.05,811.65,No,Last Campaign,-7,Targeted
7337-CINUD,Female,0,Yes,Yes,8,Yes,Long term,No,19.5,159.35,No,Last Campaign,-7,Targeted
1577-HKTFG,Female,0,Yes,No,30,Yes,Short term,No,19.65,655.85,Yes,Last Campaign,43,Targeted
1293-HHSHJ,Female,0,No,No,35,Yes,Short term,No,21.1,741,No,Last Campaign,-7,Targeted
6051-PTVNS,Female,0,Yes,Yes,55,Yes,Short term,No,19.15,998.1,No,Last Campaign,-7,Targeted
9253-QXKBE,Male,1,Yes,No,29,Yes,Short term,Yes,94.45,2653.65,Yes,Last Campaign,43,Targeted
2080-GKCWQ,Male,0,No,No,2,Yes,Short term,No,74.95,151.75,No,Last Campaign,-7,Targeted
3074-GQWYX,Male,0,No,No,5,Yes,Short term,Yes,75.9,357.75,Yes,Last Campaign,43,Targeted
7660-HDPJV,Female,0,No,No,1,Yes,Short term,Yes,69.2,69.2,Yes,Last Campaign,43,Targeted
4389-UEFCZ,Female,0,Yes,No,72,Yes,Long term,Yes,105.5,7544,No,Last Campaign,-7,Targeted
2856-NNASM,Male,1,No,No,43,Yes,Short term,Yes,89.55,3856.75,Yes,Last Campaign,43,Targeted
6365-MTGZX,Male,0,No,No,24,Yes,Short term,Yes,96,2122.45,Yes,Last Campaign,43,Targeted
9391-TTOYH,Female,0,No,No,23,Yes,Short term,Yes,19.5,470.2,No,Last Campaign,-7,Targeted
6121-VZNQB,Female,0,No,No,1,Yes,Short term,Yes,19.1,19.1,Yes,Last Campaign,43,Targeted
8433-WPJTV,Female,1,Yes,Yes,65,Yes,Short term,Yes,103.9,6767.1,No,Last Campaign,-7,Targeted
8580-AECUZ,Male,1,No,No,1,Yes,Short term,Yes,79.1,79.1,Yes,Last Campaign,43,Targeted
1104-TNLZA,Male,1,Yes,No,28,Yes,Short term,Yes,105.8,2998,No,Last Campaign,-7,Targeted
5143-WMWOG,Male,0,No,No,1,Yes,Short term,No,19.95,19.95,Yes,Last Campaign,43,Targeted
6005-OBZPH,Female,1,No,No,26,Yes,Short term,Yes,89.15,2277.65,Yes,Last Campaign,43,Targeted
2732-ISEZX,Female,0,No,No,5,Yes,Short term,Yes,20.5,104.3,No,Last Campaign,-7,Targeted
5293-WXJAK,Female,1,Yes,No,11,Yes,Short term,Yes,104.05,1133.65,Yes,Last Campaign,43,Targeted
8444-WRIDW,Female,1,No,No,66,Yes,Short term,Yes,80.45,5224.35,Yes,Last Campaign,43,Targeted
0621-TSSMU,Male,0,Yes,No,56,Yes,Short term,No,19.95,1126.75,No,Last Campaign,-7,Targeted
3237-AJGEH,Female,0,Yes,Yes,3,No,Short term,Yes,31,95.05,Yes,Last Campaign,43,Targeted
6904-JLBGY,Female,1,No,No,72,Yes,Long term,Yes,117.35,8436.25,No,Last Campaign,-7,Targeted
9620-ENEJV,Female,0,No,No,6,Yes,Short term,No,70.55,433.95,No,Last Campaign,-7,Targeted
9364-YKUVW,Male,0,No,No,15,Yes,Short term,Yes,19.8,309.4,No,Last Campaign,-7,Targeted
6463-MVYRY,Female,1,No,No,57,Yes,Long term,No,69.85,4003,No,Last Campaign,-7,Targeted
6484-LATFU,Male,0,No,No,68,Yes,Long term,No,24.55,1657.4,No,Last Campaign,-7,Targeted
8718-PTMEZ,Female,0,No,No,13,No,Short term,Yes,31.05,347.25,Yes,Last Campaign,43,Targeted
7711-GQBZC,Female,0,Yes,Yes,71,Yes,Long term,No,24.7,1810.55,No,Last Campaign,-7,Targeted
8722-NGNBH,Male,0,No,No,5,No,Short term,No,40,223.45,Yes,Last Campaign,43,Targeted
2432-TFSMK,Male,0,No,No,18,Yes,Short term,Yes,89.6,1633,No,Last Campaign,-7,Targeted
1472-TNCWL,Male,0,No,Yes,36,Yes,Short term,Yes,94.7,3512.5,No,Last Campaign,-7,Targeted
0014-BMAQU,Male,0,Yes,No,63,Yes,Long term,Yes,84.65,5377.8,No,Last Campaign,-7,Targeted
2724-FJDYW,Male,0,No,Yes,39,No,Short term,No,54.85,2191.7,No,Last Campaign,-7,Targeted
7044-YAACC,Male,1,Yes,No,4,Yes,Short term,Yes,70.2,280.35,No,Last Campaign,-7,Targeted
8290-YWKHZ,Female,1,Yes,No,32,Yes,Short term,Yes,93.2,2931,Yes,Last Campaign,43,Targeted
5908-QMGOE,Male,1,No,No,15,Yes,Short term,Yes,74.2,1133.9,Yes,Last Campaign,43,Targeted
4795-KTRTH,Female,1,Yes,No,5,Yes,Short term,Yes,81,371.65,Yes,Last Campaign,43,Targeted
6341-JVQGF,Female,0,Yes,Yes,31,Yes,Short term,Yes,81.15,2545.75,No,Last Campaign,-7,Targeted
4065-JJAVA,Female,0,No,No,1,Yes,Short term,No,49.5,49.5,No,Last Campaign,-7,Targeted
7379-FNIUJ,Male,0,No,No,2,Yes,Short term,No,100.2,198.5,No,Last Campaign,-7,Targeted
1970-KKFWL,Female,0,No,No,35,Yes,Long term,No,23.3,797.1,No,Last Campaign,-7,Targeted
8791-GFXLZ,Male,0,No,No,12,Yes,Short term,Yes,49.05,593.05,No,Last Campaign,-7,Targeted
6181-AXXYF,Male,0,Yes,Yes,72,Yes,Long term,No,24.75,1859.1,No,Last Campaign,-7,Targeted
7908-QCBCA,Female,0,Yes,No,1,Yes,Short term,Yes,69.4,69.4,Yes,Last Campaign,43,Targeted
4581-LNWUM,Female,0,No,No,13,No,Short term,No,49.15,649.4,No,Last Campaign,-7,Targeted
4957-TIALW,Female,0,No,Yes,15,Yes,Short term,No,65.6,1010,No,Last Campaign,-7,Targeted
4989-LIXVT,Male,1,No,No,68,Yes,Short term,Yes,95.9,6503.2,No,Last Campaign,-7,Targeted
3027-YNWZU,Female,0,Yes,No,64,Yes,Long term,No,25,1584.8,No,Last Campaign,-7,Targeted
9578-VRMNM,Female,0,No,No,16,Yes,Short term,Yes,65.2,1043.35,Yes,Last Campaign,43,Targeted
8943-URTMR,Female,0,No,No,2,Yes,Short term,Yes,79.65,152.7,Yes,Last Campaign,43,Targeted
4567-AKPIA,Female,0,Yes,Yes,41,Yes,Short term,Yes,109.1,4454.25,No,Last Campaign,-7,Targeted
6927-WTFIV,Male,1,No,No,20,Yes,Short term,No,71.3,1389.2,Yes,Last Campaign,43,Targeted
7767-UXAGJ,Male,0,No,No,1,Yes,Short term,Yes,50.45,50.45,Yes,Last Campaign,43,Targeted
5788-YPOEG,Female,0,Yes,Yes,34,Yes,Long term,No,84.75,2839.45,No,Last Campaign,-7,Targeted
7242-EDTYC,Male,0,No,Yes,44,Yes,Long term,No,19.55,819.95,No,Last Campaign,-7,Targeted
5168-MSWXT,Male,0,Yes,Yes,8,Yes,Short term,Yes,94.75,759.55,No,Last Campaign,-7,Targeted
1976-AZZPJ,Male,0,Yes,No,7,No,Short term,No,34.2,256.6,No,Last Campaign,-7,Targeted
9057-SIHCH,Female,0,No,No,3,Yes,Short term,Yes,96.6,291.9,Yes,Last Campaign,43,Targeted
1066-JKSGK,Male,0,No,No,1,Yes,Short term,No,20.15,20.15,Yes,Last Campaign,43,Targeted
1852-QSWCD,Male,0,Yes,Yes,64,Yes,Long term,Yes,24.8,1514.85,No,Last Campaign,-7,Targeted
6625-FLENO,Male,0,Yes,No,58,Yes,Long term,No,20.75,1185.95,No,Last Campaign,-7,Targeted
1766-GKNMI,Male,0,No,No,29,Yes,Short term,Yes,84.9,2516.2,No,Last Campaign,-7,Targeted
6502-HCJTI,Male,1,Yes,No,7,Yes,Short term,Yes,94.7,673.1,Yes,Last Campaign,43,Targeted
2323-ARSVR,Male,0,Yes,No,67,Yes,Long term,Yes,111.05,7321.05,No,Last Campaign,-7,Targeted
7096-UCLNH,Male,0,No,No,1,Yes,Short term,No,20.05,20.05,No,Last Campaign,-7,Targeted
3097-PYWXL,Female,0,Yes,Yes,4,Yes,Short term,Yes,19.95,82.9,No,Last Campaign,-7,Targeted
4719-UMSIY,Male,0,No,Yes,6,Yes,Short term,No,19.65,100.9,No,Last Campaign,-7,Targeted
5208-HFSBT,Female,0,No,No,2,Yes,Short term,Yes,55.05,102.75,Yes,Last Campaign,43,Targeted
6473-ULUHT,Male,0,Yes,Yes,16,Yes,Short term,No,84.9,1398.25,No,Last Campaign,-7,Targeted
5062-CJJKH,Male,0,Yes,Yes,25,Yes,Short term,No,53.65,1355.45,No,Last Campaign,-7,Targeted
2272-WUSPA,Female,0,Yes,No,72,Yes,Long term,Yes,110.75,7751.7,No,Last Campaign,-7,Targeted
0380-ZCSBI,Male,0,No,No,10,Yes,Short term,No,20,198.7,No,Last Campaign,-7,Targeted
6250-CGGUN,Male,0,No,No,54,Yes,Short term,No,84.4,4484.05,No,Last Campaign,-7,Targeted
5176-OLSKT,Female,0,Yes,No,66,Yes,Long term,No,66.9,4370.25,No,Last Campaign,-7,Targeted
5172-MIGPM,Male,0,No,No,4,Yes,Short term,No,65.55,237.2,No,Last Campaign,-7,Targeted
6671-NGWON,Female,0,No,No,7,Yes,Short term,No,20.35,150.6,No,Last Campaign,-7,Targeted
2108-GLPQB,Male,0,Yes,No,25,Yes,Short term,No,55.55,1405.3,No,Last Campaign,-7,Targeted
6029-WTIPC,Male,1,No,No,37,Yes,Short term,Yes,101.1,3744.05,Yes,Last Campaign,43,Targeted
0247-SLUJI,Male,0,Yes,Yes,1,Yes,Short term,No,19.7,19.7,No,Last Campaign,-7,Targeted
4116-IQRFR,Male,0,Yes,Yes,4,Yes,Short term,No,24.1,73.1,No,Last Campaign,-7,Targeted
2309-OSFEU,Male,0,No,No,10,No,Short term,Yes,33.9,298.45,Yes,Last Campaign,43,Targeted
0458-HEUZG,Female,0,No,No,13,No,Long term,No,35.4,450.4,No,Last Campaign,-7,Targeted
7285-KLOTR,Female,0,Yes,No,12,Yes,Short term,No,78.85,876.75,No,Last Campaign,-7,Targeted
1241-EZFMJ,Male,0,Yes,No,61,Yes,Long term,No,25.45,1538.6,No,Last Campaign,-7,Targeted
0988-JRWWP,Female,0,No,No,3,Yes,Short term,Yes,54.2,140.4,No,Last Campaign,-7,Targeted
3665-JATSN,Female,0,No,No,19,No,Short term,Yes,39.7,710.05,No,Last Campaign,-7,Targeted
1833-TCXKK,Male,0,Yes,No,45,Yes,Short term,Yes,107.75,4882.8,No,Last Campaign,-7,Targeted
0324-BRPCJ,Female,1,Yes,No,68,Yes,Short term,Yes,100.2,6851.65,Yes,Last Campaign,43,Targeted
2002-MZHWP,Female,0,No,No,1,Yes,Short term,No,20.5,20.5,Yes,Last Campaign,43,Targeted
5242-UOWHD,Male,0,Yes,Yes,45,Yes,Long term,No,20.35,929.2,No,Last Campaign,-7,Targeted
6892-XPFPU,Male,1,Yes,No,24,Yes,Short term,Yes,104.25,2433.9,Yes,Last Campaign,43,Targeted
1187-WILMM,Male,0,Yes,Yes,63,Yes,Long term,Yes,89.4,5597.65,No,Last Campaign,-7,Targeted
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Short term,No,85.5,4713.4,No,Last Campaign,-7,Targeted
8837-VVWLQ,Female,0,No,No,8,Yes,Short term,No,84.95,668.4,Yes,Last Campaign,43,Targeted
6345-HOVES,Male,0,No,No,34,No,Short term,Yes,25.05,852.7,No,Last Campaign,-7,Targeted
3244-DCJWY,Female,0,No,No,1,Yes,Short term,Yes,70.25,70.25,Yes,Last Campaign,43,Targeted
8735-DCXNF,Male,0,Yes,No,10,Yes,Short term,Yes,54.95,568.85,No,Last Campaign,-7,Targeted
5676-CFLYY,Male,0,Yes,Yes,71,Yes,Long term,Yes,73.35,5154.5,No,Last Campaign,-7,Targeted
8217-QYOHV,Male,0,No,No,5,Yes,Short term,Yes,55.75,266.95,No,Last Campaign,-7,Targeted
2486-WYVVE,Male,0,Yes,No,31,Yes,Short term,Yes,79.3,2484,No,Last Campaign,-7,Targeted
6131-IUNXN,Female,0,Yes,Yes,19,Yes,Short term,No,20.2,382.2,No,Last Campaign,-7,Targeted
4228-ZGYUW,Male,0,No,No,4,Yes,Short term,Yes,90.05,368.1,Yes,Last Campaign,43,Targeted
9601-BRXPO,Female,0,Yes,No,25,Yes,Short term,Yes,104.95,2566.5,Yes,Last Campaign,43,Targeted
4584-LBNMK,Male,1,Yes,No,45,Yes,Short term,No,24.7,1174.35,No,Last Campaign,-7,Targeted
3374-PZLXD,Male,0,No,No,34,Yes,Short term,No,19.7,675.6,No,Last Campaign,-7,Targeted
2203-GHNWN,Female,0,Yes,No,24,Yes,Short term,Yes,79.65,1928.7,No,Last Campaign,-7,Targeted
9489-UTFKA,Male,1,Yes,No,8,Yes,Short term,No,60.9,551.95,No,Last Campaign,-7,Targeted
4129-LYCOI,Female,0,No,Yes,67,Yes,Long term,Yes,104,7039.05,No,Last Campaign,-7,Targeted
2257-BOVXD,Male,0,Yes,No,14,Yes,Short term,Yes,66.6,979.5,No,Last Campaign,-7,Targeted
